name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua and Barb.,Argentina,Armenia,Aruba,Ashmore and Cartier Is.,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Br. Indian Ocean Ter.,Brazil,British Virgin Is.,Brunei,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Is.,Central African Rep.,Chad,Chile,China,Colombia,Comoros,Congo,Cook Is.,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d'Ivoire,Dem. Rep. Congo,Denmark,Djibouti,Dominica,Dominican Rep.,Ecuador,Egypt,El Salvador,Eq. Guinea,Eritrea,Estonia,Ethiopia,Faeroe Is.,Falkland Is.,Fiji,Finland,Fr. Polynesia,Fr. S. Antarctic Lands,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard I. and McDonald Is.,Honduras,Hong Kong,Hungary,Iceland,India,Indian Ocean Ter.,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Is.,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,N. Cyprus,N. Mariana Is.,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Is.,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,S. Geo. and the Is.,S. Sudan,Saint Helena,Saint Lucia,Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Siachen Glacier,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Is.,Somalia,Somaliland,South Africa,South Korea,Spain,Sri Lanka,St-Barthélemy,St-Martin,St. Kitts and Nevis,St. Pierre and Miquelon,St. Vin. and Gren.,Sudan,Suriname,Sweden,Switzerland,Syria,São Tomé and Principe,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Is.,U.S. Virgin Is.,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,W. Sahara,Wallis and Futuna Is.,Yemen,Zambia,Zimbabwe,eSwatini,Åland
Fr. Polynesia,11,66,64,42,12,73,36,94,25,96,80,52,16,76,90,71,29,99,83,49,77,71,29,11,55,19,95,54,20,51,91,73,25,25,6,98,95,62,23,93,78,76,61,1,8,11,80,79,70,65,28,88,10,59,10,30,49,90,39,60,35,23,72,1,90,22,18,13,99,43,33,48,0,63,19,89,17,96,14,7,56,16,18,55,96,47,55,35,38,89,40,80,92,60,42,83,62,70,87,97,21,84,20,56,20,82,33,92,49,68,78,41,58,83,41,10,34,4,17,53,96,97,96,88,75,78,99,55,18,37,47,38,43,60,13,27,85,98,39,49,51,49,46,79,86,2,98,24,28,63,68,53,7,54,15,75,90,81,37,35,77,17,3,12,35,93,2,9,80,60,98,7,5,6,49,83,15,55,6,18,91,60,6,15,47,5,89,51,42,58,93,94,14,81,50,97,2,82,41,76,81,12,23,80,79,51,93,48,34,27,20,64,40,48,26,70,72,44,6,59,53,36,73,89,56,81,57,63,53,62,18,95,11,32,9,43,57,33,96,36,90
Fr. S. Antarctic Lands,11,62,66,31,63,20,16,69,18,8,41,69,43,12,25,18,65,87,98,24,25,62,77,99,67,60,73,24,39,74,70,71,60,72,12,80,3,74,43,61,21,32,79,96,56,37,95,18,97,57,51,42,54,16,9,95,79,57,17,83,46,81,59,72,12,72,55,75,56,53,59,92,11,0,26,59,93,83,76,4,67,58,88,50,80,15,71,23,39,35,35,4,48,87,34,57,15,34,64,17,99,73,84,55,93,18,82,81,32,75,39,86,85,73,89,16,97,0,81,13,81,3,0,24,85,24,99,81,80,69,50,84,20,66,26,49,22,89,67,23,34,97,28,22,88,67,36,20,60,89,18,47,12,67,98,79,68,57,97,74,65,62,68,0,41,98,35,55,80,10,86,72,16,39,54,11,72,8,39,41,35,36,22,36,85,10,2,35,41,28,5,28,33,46,91,4,65,47,11,42,67,45,54,50,72,67,11,75,49,90,53,68,91,38,97,92,50,19,2,1,91,67,2,93,96,47,6,55,97,80,36,34,47,8,75,32,46,26,59,16,22
France,64,94,96,2,1,43,6,81,89,1,27,0,23,41,49,61,27,5,0,42,23,4,26,91,69,36,87,70,73,75,35,35,48,21,5,35,99,3,28,0,83,50,71,55,71,50,30,7,65,69,32,45,97,89,94,6,58,78,2,54,52,40,85,9,66,26,31,1,49,30,84,66,46,68,0,5,71,84,78,63,8,15,60,89,78,70,88,49,92,14,33,67,27,30,4,98,55,11,50,74,55,59,29,93,9,81,80,19,93,62,52,66,51,63,72,81,13,35,1,5,66,5,50,46,26,36,93,27,32,93,11,60,25,17,24,0,38,40,11,59,82,5,51,9,78,47,20,65,52,83,14,87,96,74,74,89,22,91,52,29,72,40,84,70,73,26,35,77,17,14,69,45,38,52,75,41,98,80,52,66,47,93,34,51,9,15,10,19,71,95,63,7,28,85,39,24,56,14,18,73,47,70,25,69,77,42,48,34,38,9,84,75,94,73,28,79,75,19,41,89,6,57,63,65,97,33,90,29,81,31,69,36,74,86,68,43,54,52,52,63,41
Gabon,97,1,99,22,70,19,86,59,56,63,0,97,9,63,12,87,29,39,5,99,33,45,89,8,45,0,25,82,59,26,89,58,9,40,86,54,95,96,14,96,90,68,61,98,18,30,67,31,11,55,60,88,9,41,27,94,45,62,76,99,11,21,20,31,13,52,67,83,68,30,70,73,38,5,57,0,83,21,11,35,58,63,19,95,87,23,24,84,61,41,43,98,92,3,70,93,59,12,24,52,84,14,18,6,9,20,77,34,18,41,4,10,64,12,97,10,6,24,11,23,0,38,61,42,87,51,96,22,57,96,75,24,99,38,46,12,6,68,67,96,24,79,46,17,18,50,84,27,81,61,37,46,17,73,33,68,18,37,18,39,4,57,50,66,90,41,10,34,41,11,64,92,6,23,22,58,21,36,26,42,80,76,67,91,89,11,53,5,93,92,70,69,32,82,17,94,55,21,13,91,81,18,88,15,57,95,12,93,96,68,82,48,40,16,65,62,12,20,22,0,22,11,95,90,21,83,57,95,0,67,52,86,38,36,75,82,83,87,44,24,92
Gambia,24,20,32,26,0,3,15,63,40,37,98,62,62,51,5,61,53,58,63,84,53,67,6,39,89,75,14,13,97,41,27,61,36,97,89,54,84,30,88,24,40,16,92,77,73,91,9,96,90,70,74,70,10,37,81,90,48,93,26,42,85,53,58,16,92,82,78,72,48,24,59,76,31,60,37,6,0,27,71,62,70,82,78,12,57,83,60,63,81,37,33,62,38,47,44,9,44,29,66,20,27,52,76,50,38,56,53,78,46,72,76,45,33,6,5,60,3,91,62,97,20,76,81,27,29,95,73,58,42,43,25,65,79,4,61,80,13,33,93,7,7,64,73,11,69,96,31,92,34,52,34,68,91,34,54,6,91,36,48,45,99,63,17,71,99,91,80,36,74,87,0,13,69,58,41,84,55,83,63,8,1,43,58,54,70,59,58,81,8,74,63,38,15,39,27,79,69,29,67,31,68,23,56,87,88,2,43,42,63,50,25,69,78,71,83,8,55,39,7,4,63,15,91,45,50,17,2,3,57,93,22,59,32,92,94,82,91,20,73,87,12
Georgia,50,67,26,59,78,88,20,49,12,96,89,24,27,40,1,72,34,64,5,92,56,64,66,25,12,9,42,77,49,48,6,5,86,57,15,61,46,2,21,14,94,58,31,11,7,90,21,85,43,72,70,58,83,7,13,22,43,35,43,46,6,23,94,49,3,65,54,33,82,25,6,64,44,31,50,11,71,0,36,7,1,99,4,31,95,96,78,61,89,66,53,15,72,30,18,5,91,37,48,48,27,2,54,34,52,4,5,63,94,92,93,87,28,21,61,12,83,50,83,82,43,75,36,60,61,55,11,24,92,21,34,90,98,16,26,58,26,8,72,15,94,74,39,71,91,38,59,47,6,69,21,21,53,9,78,45,29,20,37,41,52,57,59,50,41,7,24,31,96,91,2,31,72,8,69,19,98,0,60,82,36,13,93,18,12,48,39,29,8,70,77,23,13,29,43,36,33,86,3,96,97,94,44,52,41,37,69,28,63,33,94,4,89,45,40,45,40,3,29,48,29,96,78,83,53,2,80,89,29,72,18,70,51,44,75,33,29,7,81,26,60
Germany,66,37,93,90,79,13,23,69,55,12,40,85,52,90,5,34,8,32,7,24,95,33,6,57,42,34,52,58,13,8,96,20,78,68,22,42,23,16,70,46,60,61,89,0,94,24,69,57,96,3,72,0,14,7,56,5,96,85,59,23,65,50,65,96,74,95,8,99,97,13,38,73,39,90,39,50,69,61,0,21,74,53,72,86,38,93,88,93,44,36,26,66,67,93,83,62,9,60,85,31,97,63,16,16,66,34,38,3,29,78,2,82,55,54,41,17,50,99,2,23,73,60,8,81,71,57,59,12,97,46,90,30,94,59,30,72,62,67,73,23,65,87,8,85,63,35,93,53,88,36,38,41,87,82,45,75,48,61,12,38,1,94,27,73,59,97,72,95,18,81,15,16,10,6,61,71,10,62,98,20,98,98,70,73,13,45,65,97,4,48,87,43,28,79,35,74,73,8,83,75,37,42,16,33,5,78,55,7,44,68,83,52,76,52,97,80,55,26,25,88,16,2,76,93,68,50,25,83,59,9,61,92,42,2,10,66,8,88,94,80,9
Ghana,54,25,19,92,90,7,67,38,6,83,14,81,90,93,25,26,48,80,7,37,29,17,66,85,73,94,80,98,14,31,21,41,65,15,39,12,14,56,44,40,56,33,87,71,16,31,90,11,51,12,46,97,9,90,99,67,36,75,76,50,57,45,58,61,3,86,26,91,54,6,1,10,71,36,25,11,79,38,69,0,41,32,93,15,25,18,15,4,41,67,39,39,41,71,13,2,69,91,40,75,64,42,24,22,68,62,79,38,34,34,8,64,95,30,21,4,53,10,80,98,94,33,22,43,55,77,84,22,5,71,5,64,93,32,65,50,42,57,41,5,84,89,18,4,80,88,65,68,21,0,18,20,41,58,2,34,60,63,50,10,61,12,90,66,74,94,27,30,84,26,12,37,13,97,15,55,47,5,68,17,6,48,66,8,42,21,33,97,13,2,37,61,41,34,55,66,56,94,73,9,1,0,55,26,6,38,78,34,91,56,9,39,7,33,66,44,54,71,26,0,13,92,48,45,83,38,34,49,19,3,75,4,25,60,87,41,77,21,95,24,56
Greece,95,13,80,63,29,76,89,54,41,17,50,28,67,25,26,83,28,81,6,31,6,24,99,62,87,21,81,93,61,16,19,14,5,23,49,86,84,97,93,68,17,89,15,90,13,57,18,4,69,28,68,53,64,18,24,19,72,88,95,45,5,31,50,63,79,66,56,41,93,78,6,95,14,92,64,97,74,67,30,32,0,21,19,2,40,7,46,7,51,28,46,36,17,59,91,89,73,29,6,83,8,66,1,16,25,33,97,71,59,36,89,35,83,24,59,89,81,56,45,12,14,91,83,49,67,17,31,73,30,39,42,24,77,45,34,45,85,38,1,37,20,69,31,16,77,22,14,76,35,4,71,89,29,15,1,17,81,23,86,81,1,83,60,82,29,85,59,38,52,73,84,59,83,25,66,1,56,11,56,28,13,3,24,34,41,37,12,87,18,28,47,53,53,16,82,20,67,62,48,60,15,68,1,15,36,3,82,34,45,97,18,69,77,45,38,78,0,99,51,90,43,73,84,74,16,10,35,15,18,72,50,3,12,61,25,97,58,44,36,80,4
Greenland,37,57,99,77,33,7,67,47,97,69,83,99,43,6,80,55,80,5,67,70,1,49,89,9,91,91,80,0,8,27,97,42,47,56,77,50,47,41,60,37,63,30,10,87,28,64,73,5,81,76,12,44,3,55,87,33,71,28,92,19,97,83,43,63,32,73,81,76,8,29,69,14,33,15,83,97,98,33,68,15,89,0,21,7,93,88,44,89,92,2,21,4,99,50,84,14,73,58,65,92,92,77,98,23,97,81,48,98,45,30,89,62,41,55,35,9,31,67,30,44,65,15,90,13,1,36,75,56,17,21,72,45,60,79,73,8,33,25,73,93,90,27,36,51,53,43,63,77,50,83,32,76,24,63,75,75,35,81,56,86,41,35,86,75,34,22,47,94,64,87,97,74,87,11,77,35,3,54,11,6,60,91,13,52,55,41,45,29,2,41,70,99,52,90,17,94,16,83,58,3,83,71,60,67,33,56,23,54,52,65,67,35,47,73,53,47,51,35,75,57,99,84,70,86,72,75,84,95,49,22,10,10,11,62,56,19,21,3,78,85,59
Grenada,20,56,5,37,4,84,47,4,18,92,6,60,25,94,7,4,66,72,88,24,14,52,50,61,78,75,81,94,15,26,68,81,10,18,4,85,38,23,57,71,24,67,54,53,98,48,76,67,43,28,55,35,35,34,49,57,63,55,82,8,1,23,95,11,15,1,34,42,4,75,85,91,21,37,35,18,11,44,49,16,34,33,0,75,26,7,97,33,71,78,70,12,4,27,75,85,17,93,51,54,66,50,76,44,91,93,19,86,62,90,74,9,96,60,71,88,83,68,62,69,68,14,55,35,65,78,2,42,17,59,4,43,84,75,13,73,64,2,32,37,35,83,24,40,7,1,26,69,63,41,60,34,25,8,11,18,32,38,62,22,50,42,88,61,74,81,3,82,87,55,6,49,79,97,40,3,8,50,98,85,81,94,16,88,64,56,65,86,64,33,12,17,1,18,70,77,95,22,54,33,59,16,36,65,70,27,35,91,56,19,14,42,20,68,15,42,82,15,11,25,52,42,57,89,87,95,99,34,85,27,61,23,89,80,42,76,27,17,61,30,74
Guam,99,96,9,23,50,10,68,9,90,74,13,78,33,8,3,5,53,83,57,55,87,78,64,13,73,21,33,92,81,47,30,5,10,6,36,85,92,43,5,54,74,76,93,53,99,95,24,25,39,74,58,48,78,52,21,72,42,60,39,61,51,55,71,86,6,15,70,89,40,75,41,31,82,57,37,4,87,37,55,22,93,77,32,0,35,66,33,69,85,95,72,11,38,7,39,92,5,59,94,67,53,77,1,69,42,72,22,37,90,37,45,14,56,24,60,15,42,26,72,38,90,87,89,74,26,62,64,52,50,39,22,31,52,24,78,38,53,83,51,41,68,58,49,39,56,90,28,26,57,35,30,95,88,59,99,33,4,5,5,25,80,37,66,74,25,40,0,25,27,38,44,14,38,83,71,54,81,85,18,93,61,28,43,67,95,60,91,71,3,10,25,24,45,58,72,63,86,73,32,86,3,72,12,65,81,57,47,89,74,82,99,49,54,82,3,90,86,23,20,27,63,38,27,52,27,53,80,34,67,40,92,90,25,68,31,14,83,99,53,1,47
Guatemala,45,85,98,77,80,44,67,45,16,72,88,43,67,52,30,52,10,53,40,74,89,59,20,44,22,16,11,50,54,89,48,96,83,32,21,26,55,73,86,75,79,88,14,78,74,16,77,89,11,61,49,57,11,10,79,39,93,27,18,83,94,23,43,15,52,62,53,78,82,31,80,55,46,0,33,12,40,62,16,5,37,77,27,15,0,3,21,18,59,66,93,56,19,38,90,69,57,13,65,84,76,45,51,17,22,79,85,68,69,39,53,11,84,25,17,70,55,53,75,27,18,70,64,94,51,15,59,60,70,44,60,1,20,69,3,4,86,28,85,76,55,82,78,73,81,47,57,44,67,28,42,83,99,83,21,34,32,80,38,78,64,51,14,70,89,53,49,94,35,7,36,2,58,58,29,47,90,61,21,95,40,39,51,8,66,90,82,3,32,53,2,4,17,86,0,66,30,75,93,76,93,80,93,34,44,16,85,43,19,47,20,14,68,21,65,25,33,56,3,65,67,29,81,28,51,15,86,61,53,94,23,75,7,39,34,97,42,17,85,74,33
Guernsey,45,25,96,38,63,48,87,33,4,25,77,32,78,13,8,26,65,30,44,38,34,82,69,27,79,88,67,81,58,78,97,77,60,27,0,65,91,35,14,87,33,85,16,6,43,56,4,77,3,13,3,75,50,88,75,66,40,18,43,17,88,60,52,14,5,54,49,89,49,47,33,21,0,77,6,3,55,86,65,22,62,24,40,92,52,0,19,66,33,40,11,59,10,2,95,13,95,50,48,36,28,35,97,85,13,54,8,93,21,94,6,34,55,27,22,50,19,77,24,93,14,36,54,3,24,61,4,90,4,90,33,92,18,86,75,95,46,80,63,44,38,63,70,77,18,17,27,85,45,14,21,5,99,11,18,12,66,32,94,15,36,18,41,94,90,82,14,18,65,17,22,62,99,31,35,36,32,34,99,24,18,91,70,44,11,67,66,25,23,54,10,94,11,92,74,58,77,81,73,22,3,35,3,49,32,52,32,10,30,47,29,16,88,47,75,70,7,7,59,15,64,80,76,72,33,2,77,63,33,18,22,64,19,2,11,57,46,3,81,64,74
Guinea,49,48,82,13,32,2,97,42,21,12,66,48,52,56,71,75,97,54,71,76,33,57,90,27,56,90,97,81,88,91,83,82,83,52,84,88,37,77,82,73,51,28,70,29,82,52,31,81,29,46,74,76,68,30,61,29,79,56,22,24,11,16,81,87,9,47,28,46,84,2,96,74,86,27,9,60,75,16,38,11,79,26,54,49,94,23,0,92,47,21,13,34,21,19,11,94,78,91,94,90,12,85,33,44,29,35,83,71,43,34,84,31,9,19,65,56,14,47,68,62,89,76,51,41,78,18,22,75,94,48,89,15,61,68,35,96,78,70,31,40,96,7,43,93,32,76,76,27,58,79,56,35,46,97,7,26,33,79,78,69,72,97,16,46,49,76,32,52,88,92,30,57,84,16,87,63,17,81,50,51,49,80,95,50,73,31,3,60,60,27,94,83,75,62,7,79,95,20,83,87,82,7,90,59,34,11,37,18,76,16,4,50,79,74,23,1,14,28,41,4,34,37,90,10,13,84,94,54,28,0,54,54,15,39,71,82,10,52,58,68,36
Guinea-Bissau,24,27,84,52,26,20,66,63,53,64,10,23,7,16,28,8,79,4,52,60,22,81,29,2,81,56,32,51,76,61,87,38,35,55,68,57,27,88,17,47,16,45,37,9,32,81,37,71,59,27,43,38,16,93,22,33,17,42,61,30,50,45,36,53,4,36,78,20,97,99,75,23,41,20,67,45,84,38,34,19,3,42,79,58,16,7,43,0,91,59,53,21,97,54,46,7,6,91,23,98,71,92,6,21,66,84,28,86,98,27,49,95,72,76,12,25,23,59,15,37,65,0,29,61,11,21,77,8,64,26,88,53,29,69,1,28,40,51,72,51,81,53,70,45,21,53,17,24,34,44,89,49,59,53,52,86,6,7,60,55,86,25,89,96,95,32,74,21,47,10,23,27,8,74,54,88,7,43,91,24,38,74,38,63,74,52,17,94,20,85,18,56,43,13,52,65,68,34,12,56,32,54,98,95,92,63,20,92,26,47,78,92,17,48,47,53,4,25,74,88,38,8,15,45,17,64,76,50,12,45,51,45,25,90,41,12,30,51,60,59,48
Guyana,54,26,3,42,90,44,74,46,33,38,16,1,60,58,14,83,64,61,73,42,54,47,80,43,82,62,62,12,72,60,14,15,31,19,27,9,74,39,36,75,2,21,10,83,46,97,82,32,89,20,9,65,77,86,34,28,47,49,52,33,59,72,75,55,61,5,95,62,1,89,57,1,62,63,62,50,32,65,21,3,44,83,26,10,50,15,68,71,0,80,12,71,20,25,21,34,4,95,25,12,54,28,38,59,36,81,29,17,41,52,3,30,89,14,85,25,84,20,9,64,52,78,52,4,41,2,4,83,93,48,96,22,16,5,49,50,53,38,8,25,76,72,66,33,51,63,48,3,14,89,67,41,85,23,46,30,83,64,0,21,3,10,96,9,26,6,36,69,35,29,49,79,83,52,62,23,96,44,35,7,21,43,73,48,91,21,97,0,45,33,53,51,39,9,1,67,23,26,25,51,98,78,17,68,9,65,99,47,18,1,34,23,7,27,77,96,97,96,34,90,52,6,89,31,21,52,76,54,94,0,18,30,43,24,62,70,35,23,76,2,74
Haiti,42,39,8,69,66,37,12,56,50,61,69,76,8,48,21,77,54,85,52,23,67,21,78,3,94,53,57,90,73,77,7,83,88,43,9,3,98,66,4,64,58,99,75,23,8,61,38,0,97,33,35,70,45,6,79,80,22,83,99,59,97,18,16,73,95,88,85,40,51,85,2,23,3,37,84,4,66,39,91,70,43,96,32,25,63,1,75,36,64,0,16,47,73,95,85,86,80,11,80,93,42,53,47,93,76,55,55,20,10,41,70,78,59,46,63,97,41,46,12,9,54,25,4,98,40,30,69,24,75,94,52,59,7,34,42,65,18,5,24,42,7,89,53,75,72,18,75,16,33,16,65,90,26,36,20,80,33,89,11,60,3,48,90,45,61,73,20,88,43,3,98,67,56,81,19,89,22,76,70,79,24,96,65,48,70,2,19,8,24,68,35,31,99,81,97,38,9,63,22,43,74,64,7,5,27,28,8,35,33,0,78,69,61,26,75,52,50,20,50,92,13,87,71,61,15,16,75,40,32,68,85,60,54,91,67,97,42,69,29,25,34
Heard I. and McDonald Is.,37,84,22,6,82,58,61,10,82,83,2,21,21,91,84,54,36,69,17,2,8,93,99,57,25,49,90,6,34,34,14,6,8,34,26,29,33,75,91,35,60,6,61,29,34,65,52,48,68,95,55,41,70,75,55,52,76,58,10,0,49,56,76,84,13,57,73,75,69,93,38,59,4,75,96,70,96,1,61,72,91,21,94,76,70,84,60,75,11,30,0,22,98,2,81,18,35,21,82,60,34,25,44,22,5,84,95,13,95,70,74,73,98,26,74,73,7,26,35,95,70,84,5,6,69,45,50,85,69,42,22,33,8,81,70,7,46,97,16,6,85,1,51,97,52,84,23,3,62,44,54,93,81,94,47,8,5,72,5,68,64,6,29,23,47,2,63,31,38,31,78,73,39,91,90,8,38,10,59,46,30,81,90,76,35,30,54,34,7,43,72,14,3,28,15,57,76,10,64,43,56,41,90,51,12,49,89,44,53,31,70,57,86,72,76,67,66,10,44,78,80,12,82,95,98,15,84,58,61,37,63,80,16,28,96,45,11,49,92,64,44
Honduras,59,94,42,13,64,65,23,11,45,84,33,37,3,30,40,46,85,20,62,92,82,58,55,78,76,6,46,19,4,20,20,9,88,47,49,68,90,95,67,20,80,70,70,3,65,7,5,86,99,70,83,86,98,36,94,50,92,81,42,42,64,35,15,99,80,65,24,84,91,41,21,79,28,74,16,5,9,66,20,41,87,22,56,42,45,31,1,64,24,67,4,0,46,25,20,75,42,5,51,78,38,62,7,16,87,36,43,46,50,70,41,75,49,56,4,78,88,41,66,58,48,69,64,22,34,67,70,8,36,23,99,16,60,45,13,84,46,97,8,79,42,19,60,92,27,34,87,87,78,6,53,15,10,32,96,30,9,33,91,58,54,59,91,63,95,49,97,19,15,90,12,93,38,10,89,51,75,72,20,15,21,60,63,6,34,44,25,38,72,48,38,78,22,77,2,71,58,29,24,58,2,10,98,79,76,92,61,48,43,71,4,1,32,24,43,30,74,31,18,50,76,43,96,17,47,61,77,93,15,26,40,94,12,17,74,67,86,83,91,85,35
Hong Kong,15,72,67,98,8,1,86,80,59,71,58,18,1,78,78,76,67,48,94,60,22,36,78,44,53,69,86,66,87,80,98,67,1,53,23,59,33,80,86,30,51,25,50,56,60,20,19,31,15,64,32,66,29,9,45,92,86,92,61,63,70,13,27,42,69,6,23,80,45,71,38,10,50,33,31,29,92,23,52,5,43,9,58,63,2,79,38,25,93,13,98,44,0,6,46,60,9,42,18,33,6,89,3,81,88,81,95,26,80,18,57,83,22,51,79,53,68,56,60,25,6,23,33,59,75,19,50,9,54,52,2,67,88,69,93,78,18,72,32,84,65,72,48,63,80,19,58,74,85,31,51,25,73,80,31,16,96,53,11,53,53,46,10,67,53,79,31,3,64,3,76,50,18,90,82,1,98,68,45,12,70,86,89,28,50,88,46,13,20,44,58,42,18,68,32,80,12,23,74,66,48,50,36,11,28,8,94,64,84,88,95,58,68,14,65,33,55,89,13,37,77,8,13,95,59,38,64,61,28,69,81,88,33,98,51,83,14,59,64,10,95
Hungary,39,12,65,33,9,71,32,60,18,65,23,98,69,26,33,59,87,3,15,73,46,98,69,87,51,8,35,41,48,10,45,84,43,94,96,88,89,36,16,52,70,28,6,10,51,76,3,43,91,80,83,88,90,36,34,66,20,15,84,38,77,96,34,90,72,21,30,50,86,86,25,52,36,49,37,52,30,42,92,75,5,62,24,78,80,65,99,3,35,94,75,82,97,0,43,72,61,96,66,6,17,71,69,94,61,33,2,4,85,86,70,59,72,49,11,35,78,72,88,41,52,66,64,64,27,21,24,9,86,19,8,76,61,98,98,39,28,93,36,56,10,96,27,31,67,69,16,48,70,69,43,75,96,79,8,50,47,63,39,29,62,68,37,86,94,82,25,10,91,37,59,16,96,27,27,47,0,0,3,6,64,45,91,25,6,60,62,49,90,77,20,20,72,64,28,15,15,83,34,25,4,85,78,77,9,67,80,40,56,67,23,53,66,84,5,91,2,54,11,24,35,81,66,58,63,56,30,91,89,38,93,90,23,88,8,90,49,19,28,10,76
Iceland,22,78,66,35,38,3,24,25,63,48,74,98,78,40,81,85,25,38,81,34,67,52,39,99,30,38,36,2,19,93,32,47,70,13,2,56,6,83,82,67,59,38,88,34,84,95,70,58,0,48,58,56,18,70,38,83,49,39,60,62,48,52,56,18,77,72,20,44,58,91,36,91,13,79,56,40,51,81,82,50,38,61,12,18,41,78,82,15,45,71,61,43,46,83,0,90,97,44,74,67,70,7,17,61,1,84,70,76,5,95,65,85,44,89,90,64,96,39,70,53,69,33,26,91,0,66,13,19,2,93,10,5,2,79,28,39,36,41,90,30,1,68,38,62,29,24,32,96,16,18,68,61,73,88,91,82,54,95,4,70,88,69,62,14,2,98,7,34,88,51,89,79,10,49,60,69,81,90,86,43,97,46,53,25,94,12,4,78,42,13,80,46,70,44,30,39,93,81,26,55,92,57,48,73,79,27,62,60,52,97,0,65,15,18,51,80,25,63,98,13,2,29,18,4,98,57,70,7,32,22,75,83,71,96,21,28,74,5,80,0,69
India,24,17,8,5,0,23,43,21,69,0,67,11,56,39,54,82,81,34,43,47,1,91,54,71,71,72,27,9,66,47,61,84,95,46,54,8,25,84,69,82,80,84,2,74,74,98,68,83,18,47,68,63,91,65,60,57,25,57,79,46,71,1,92,86,77,19,9,4,8,22,23,12,36,65,86,35,85,96,65,74,92,49,17,83,68,8,45,81,86,2,60,56,57,92,42,0,86,54,15,29,38,2,64,0,0,32,18,25,43,89,69,91,39,94,58,78,95,63,15,20,45,48,39,67,72,8,59,89,92,94,16,22,48,34,27,94,29,71,12,32,21,65,49,92,28,72,0,53,76,9,50,25,96,6,36,32,63,22,42,20,60,46,15,82,88,17,42,88,71,48,40,35,24,72,3,38,52,69,35,26,56,59,6,6,11,42,44,75,85,97,42,72,80,28,51,93,97,40,65,95,35,81,32,89,29,14,78,35,98,95,47,18,26,84,37,90,92,1,95,0,33,98,0,6,61,75,39,86,93,7,53,3,72,13,25,68,39,4,60,27,14
Indian Ocean Ter.,14,3,9,13,1,97,44,26,74,25,23,53,78,3,9,60,71,98,42,17,68,93,57,83,55,95,26,66,33,88,17,39,33,85,95,1,0,50,80,20,54,59,99,89,80,28,1,60,95,12,83,3,2,43,99,30,78,32,31,65,81,0,76,63,65,39,69,67,32,63,99,69,63,69,12,26,28,78,66,62,41,62,9,73,37,50,44,89,13,16,59,79,44,41,94,22,0,12,12,34,74,67,80,14,90,93,7,87,12,95,21,31,16,24,39,48,46,22,98,29,59,94,94,18,31,38,37,29,11,99,35,75,55,71,19,54,53,66,84,35,87,23,9,27,97,14,70,79,34,51,15,78,66,69,34,73,8,30,58,70,99,33,51,30,51,69,25,31,58,32,10,20,4,87,90,87,21,58,35,54,49,59,21,94,67,6,83,52,74,31,90,98,67,46,40,94,71,23,78,70,32,76,81,56,21,98,94,5,38,73,49,84,35,68,51,41,10,95,44,52,81,51,32,1,95,31,17,98,32,42,95,17,19,54,89,29,71,64,67,90,12
